SL,Heat,Virus,Random
7082,49.31132453,0,0.874571038
5423,49.66746699,1,0.874628871
3529,49.65906363,0,0.874673608
3931,49.62184874,1,0.874705318
9494,49.59023609,0,0.874712556
4427,49.54341737,1,0.874734904
9197,49.6202481,2,0.874760005
9116,49.37655062,0,0.874846879
1158,49.57222889,2,0.874848534
7025,49.86034414,0,0.874888738
9806,49.54621849,0,0.874936649
3555,49.6342537,2,0.874944961
3491,49.23929572,2,0.875049188
2065,49.33693477,1,0.875064662
9952,49.47779112,2,0.875112309
2804,49.61064426,0,0.875120996
8767,49.96198479,0,0.875124569
3788,49.5270108,1,0.87517191
2212,49.55062025,0,0.875227673
7837,49.48179272,2,0.875240733
5426,49.45418167,1,0.875247986
6553,49.66026411,1,0.875254601
6811,48.92036815,2,0.875279789
1321,49.70588235,0,0.87528724
8545,49.45658263,2,0.875355923
3252,49.55182073,0,0.87539027
1371,49.64345738,2,0.875417148
8320,49.65146058,1,0.875445961
4024,49.52541016,2,0.875548342
4954,49.48259304,2,0.875582255
5420,49.54341737,0,0.875635206
51,49.41856743,0,0.875662827
2318,49.55062025,0,0.875724653
6625,49.33133253,1,0.875746668
384,49.48539416,1,0.875754509
6637,49.4829932,0,0.875776787
9790,49.4037615,0,0.875820483
5061,49.5130052,1,0.875847243
3360,49.04841937,1,0.875850284
869,49.69107643,2,0.875898993
2938,49.26410564,1,0.875899139
9298,49.59663866,0,0.875943037
9624,49.70148059,2,0.875948568
7788,49.54381753,1,0.875959554
1467,49.3817527,1,0.875973576
3108,49.92677071,0,0.875980177
6437,49.60264106,2,0.875983479
282,49.45138055,2,0.875987676
2321,49.75030012,1,0.876110916
3898,49.59223689,0,0.87614647
7148,49.62985194,0,0.876158534
3883,49.13245298,0,0.876168694
9544,49.79671869,1,0.876221711
1752,49.47378952,2,0.876269679
808,49.8527411,0,0.876309052
9663,49.76110444,2,0.876336146
8402,49.50980392,1,0.876375665
2239,49.70108043,0,0.876404041
5170,49.53181273,0,0.876521693
1205,49.53541417,0,0.876547195
9220,49.60744298,1,0.876555237
8940,49.31092437,0,0.876581852
6293,49.30812325,0,0.876588968
5153,49.36694678,2,0.876622136
890,49.58183273,2,0.876625912
1722,49.68987595,2,0.876649545
1782,49.48659464,0,0.876650344
2232,49.67827131,1,0.87665613
4052,49.54261705,2,0.876673865
7948,49.59663866,1,0.876684799
1600,49.69467787,0,0.876693724
5328,49.71188475,1,0.876699455
882,49.66026411,0,0.876750898
2672,49.56102441,2,0.876761337
2277,49.79271709,2,0.876769632
7421,49.99479792,0,0.87678015
6341,49.65906363,1,0.876860579
8922,49.37695078,2,0.876869092
9045,49.44857943,1,0.876902645
5181,49.40856343,2,0.876960913
2785,49.69987995,2,0.876994713
8061,49.6102441,1,0.877000127
2053,49.78111244,0,0.877004382
2635,49.49179672,1,0.877113438
9683,49.18007203,0,0.877133091
1359,49.72028812,0,0.877171355
7207,49.41296519,0,0.877189337
5158,49.35134054,1,0.877198175
5401,49.70028011,2,0.877247907
4304,49.80672269,0,0.877265001
3430,49.5290116,0,0.877334648
6432,49.48219288,0,0.877389596
5886,49.58223289,1,0.877413836
8642,49.48019208,2,0.877426272
7422,49.55902361,2,0.877475015
4606,49.71588635,1,0.877480351
8185,49.48419368,2,0.877485877
4566,49.56382553,1,0.877502592
1392,49.44817927,0,0.877545524
2721,49.67827131,1,0.877547135
2656,49.54661865,2,0.877549755
3497,49.6302521,2,0.877565031
3647,49.44257703,1,0.877577831
1853,49.62144858,0,0.877578996
5008,49.83593437,1,0.877613268
8841,49.7214886,2,0.877620167
7425,49.76870748,1,0.877646288
3124,49.34653862,1,0.877755901
7663,48.93317327,0,0.87779164
110,49.4689876,2,0.877796897
5684,49.5010004,1,0.877819807
626,49.52180872,1,0.877849598
4087,49.76190476,2,0.877888608
7792,49.29051621,1,0.878043567
9185,49.82432973,1,0.87806423
7599,49.48579432,1,0.878073912
8140,49.63265306,0,0.878131039
9855,49.20208083,2,0.878140365
59,49.59383754,1,0.878218348
6280,49.6042417,1,0.878232342
8498,49.58223289,0,0.878240241
1432,49.58903561,2,0.878258472
9758,49.88755502,2,0.878295532
1567,49.43537415,0,0.878319118
2497,49.87114846,0,0.878362049
5575,49.48139256,1,0.878433513
3161,49.41016407,0,0.878491213
6212,49.51380552,0,0.878496137
5032,49.494998,1,0.878562765
8170,49.61344538,2,0.878584548
1192,49.62064826,2,0.878592297
6577,49.43297319,0,0.878605333
3270,49.6342537,0,0.878645846
4,49.54821929,0,0.878675574
2660,49.37535014,1,0.878682987
8652,49.54541817,1,0.878696303
444,49.45538215,0,0.87874426
8666,49.75670268,0,0.878779562
4956,49.51580632,0,0.878800566
6025,49.3837535,2,0.878820985
1449,49.83873549,1,0.878874118
3269,49.72909164,1,0.878877308
7786,49.25890356,2,0.878887765
480,49.52020808,1,0.879008907
2846,49.55262105,2,0.879019452
1668,49.86194478,0,0.87902308
4712,49.48819528,1,0.879037764
1198,49.39295718,0,0.879091899
8465,49.44457783,0,0.879107014
7679,49.62384954,1,0.879142879
4859,49.7294918,2,0.879384783
7351,49.36814726,2,0.879389648
3979,49.64065626,2,0.879417519
9919,49.54821929,1,0.879419932
3319,49.21928772,2,0.879444095
1251,49.50780312,0,0.879460901
7178,49.56782713,0,0.879466367
6602,49.35814326,2,0.879493193
7566,49.50060024,1,0.879500905
3451,49.43897559,1,0.879550236
781,49.60744298,0,0.879656338
6720,49.49859944,1,0.879678482
6859,49.46698679,1,0.87972207
6790,49.59583834,0,0.879739772
1944,49.41416567,2,0.879783594
8914,49.50940376,0,0.879844977
860,49.68787515,0,0.879846715
3582,49.41936775,2,0.879855377
1199,49.34893958,2,0.879864071
9313,49.40616246,0,0.879866333
1197,49.31652661,0,0.879881174
1318,49.63505402,0,0.87991587
4908,49.62705082,2,0.879917812
9409,49.6302521,0,0.879947665
4295,49.50340136,0,0.880034106
1086,49.59903962,0,0.880049045
2990,49.3737495,2,0.880064706
5283,49.39935974,2,0.880130575
5101,49.81712685,1,0.880187117
10,49.66306523,2,0.880206213
5655,49.26210484,2,0.880212828
368,49.59023609,2,0.880240846
4564,49.39215686,2,0.880263195
2816,49.52941176,1,0.880283101
5370,49.61344538,2,0.88029184
6509,49.50260104,0,0.880317711
5296,49.47378952,0,0.88033941
8022,49.63505402,0,0.880343829
1776,49.78031212,0,0.880366494
4184,49.32613045,1,0.880393239
9722,49.59783914,0,0.880455781
4923,49.46578631,2,0.880470147
6074,49.40336134,0,0.88047649
1931,49.59303721,0,0.880511412
6408,49.41616647,1,0.880571569
6196,49.37895158,0,0.880612857
9627,49.58463385,1,0.880669593
3736,49.29611845,1,0.880717963
6587,49.72709084,1,0.880751467
9309,49.35214086,2,0.880808645
2173,49.50060024,1,0.880832021
1066,49.57623049,1,0.880900846
6013,49.64865946,1,0.880925618
1703,49.15726291,1,0.880929559
6861,49.54261705,2,0.880958656
1763,49.73469388,0,0.880963263
9812,49.69547819,0,0.880993723
3255,49.55462185,2,0.881031941
1900,49.46058423,1,0.881054452
1813,49.40896359,1,0.881108097
977,49.69507803,2,0.881133663
11,49.90676271,0,0.881182434
6544,49.6162465,2,0.88118825
1201,49.31332533,1,0.881197122
7245,49.91076431,2,0.881236656
6602,49.66706683,1,0.881253832
4085,49.51580632,1,0.881255137
1065,49.33773509,1,0.881302674
2759,49.61184474,2,0.881306138
2290,49.54501801,1,0.88132261
8268,49.35654262,1,0.881394866
6595,49.28931573,0,0.881399757
4922,49.38015206,1,0.881414469
4855,49.68107243,0,0.881452808
2504,49.6082433,1,0.881487527
5198,49.53621449,1,0.881622285
798,49.62745098,0,0.88169412
7615,49.68347339,2,0.881710967
645,49.42136855,0,0.881746759
99,49.65666267,2,0.881838091
9974,49.52581032,1,0.881848338
8007,49.48819528,0,0.881892974
7535,49.70148059,0,0.881915953
5729,49.55182073,0,0.881973009
8992,49.57503001,2,0.881988656
9352,49.51780712,0,0.882062245
3866,49.31132453,1,0.882072347
3315,49.36094438,2,0.882113985
3632,49.77190876,0,0.88213825
1140,49.58143257,2,0.882148227
35,49.49619848,0,0.882162312
2059,49.60104042,2,0.882211115
9551,49.58383353,1,0.882354431
3485,49.71588635,0,0.882376362
8549,49.42296919,1,0.882487348
7458,49.61944778,0,0.882524495
9108,49.75070028,2,0.882572815
2217,49.57863145,1,0.882717762
104,49.51060424,2,0.882746043
2751,49.65666267,2,0.882754141
8846,49.36494598,0,0.882766532
1489,49.55462185,2,0.882775323
8698,49.53781513,2,0.882876981
9913,49.6162465,1,0.882879418
5710,49.75670268,0,0.883044191
4394,49.53461385,1,0.883067518
7777,49.5170068,2,0.883082825
696,49.53621449,2,0.88317029
8357,49.54301721,1,0.883176289
3965,49.74429772,0,0.88318285
4296,49.50180072,2,0.883188454
6540,49.67186875,0,0.88329887
6882,49.58503401,0,0.88332344
138,49.52541016,1,0.883342789
2855,49.33253301,2,0.883364979
4389,49.59583834,0,0.883379931
3405,49.7194878,2,0.883385288
2357,49.64905962,1,0.883426311
9192,49.41296519,0,0.883434542
5894,49.43297319,2,0.883471795
3826,49.5942377,2,0.883525388
3923,49.70388155,2,0.883563815
6818,49.36934774,1,0.883649322
5111,49.36054422,2,0.883663521
1119,49.49859944,0,0.883748958
4110,49.5030012,2,0.883756458
5605,49.3577431,2,0.883773712
4767,49.68747499,2,0.883814088
607,49.55022009,1,0.883825325
2060,49.45538215,2,0.883829861
1781,49.51940776,1,0.883841898
1328,49.82392957,2,0.883853172
2933,49.56982793,2,0.883860495
4944,49.60504202,1,0.883878523
6108,49.44297719,2,0.88388898
8526,49.49739896,2,0.883942526
3705,49.56782713,1,0.883950589
5352,49.53421369,2,0.884010493
6489,49.53181273,0,0.884083023
239,49.64785914,1,0.884141312
5385,49.52661064,0,0.884162356
3708,49.494998,2,0.884176047
4472,49.53621449,1,0.884207583
5933,49.49579832,1,0.884210695
5614,49.68987595,2,0.88423387
1161,49.34613846,1,0.884234776
3001,49.68227291,0,0.884279462
1529,49.6122449,2,0.884294523
757,49.10604242,1,0.884309104
1050,49.70668267,2,0.884335623
3821,49.43257303,2,0.884437833
5050,49.58183273,1,0.884444398
7232,49.25530212,2,0.884504113
7953,49.49539816,1,0.884504281
5616,49.50460184,1,0.884522745
7088,49.71028411,0,0.884609785
3769,49.65786315,2,0.884631518
1172,49.5010004,1,0.884633312
1774,49.81952781,2,0.884675078
4979,49.73229292,2,0.884676801
7875,49.79031613,1,0.884697583
6317,49.61344538,2,0.884951939
9308,49.4769908,2,0.884953941
9593,49.78951581,1,0.884975814
7725,49.46778711,1,0.884976459
7800,49.48859544,2,0.884988892
5942,49.37695078,0,0.885005659
9061,49.64145658,0,0.885015615
8413,49.59943978,0,0.885094143
6751,49.60544218,0,0.885118824
7720,49.42216887,0,0.885140033
5310,49.48939576,1,0.885185072
4529,49.34733894,2,0.885218233
9649,49.68267307,1,0.885220657
2234,49.47579032,0,0.88522304
7452,49.31492597,0,0.885226309
8655,49.63105242,1,0.885227348
6592,49.56862745,0,0.885263667
883,49.48619448,0,0.885332974
6091,49.56782713,2,0.885341158
4791,49.47739096,2,0.885358024
5097,49.71908764,1,0.885376683
2406,49.54981993,1,0.885382838
856,49.61504602,2,0.885441075
1178,49.67426971,2,0.885460293
687,49.65106042,1,0.885462985
1683,49.61264506,2,0.885480869
691,49.56662665,0,0.885502123
1471,49.22769108,2,0.885636774
7301,49.46098439,2,0.885666566
5642,49.31652661,1,0.885706398
5236,49.86594638,0,0.885790631
6020,49.68427371,1,0.885795065
6690,49.36134454,0,0.885800185
9460,49.59863946,1,0.885964898
6021,49.54421769,1,0.885965569
397,49.07042817,1,0.885987308
9797,49.46098439,1,0.886107187
7398,49.72388956,0,0.886253635
700,49.28771509,2,0.886307805
6163,49.63745498,2,0.886328764
2923,49.62865146,0,0.886333114
6625,49.66506603,0,0.886346268
663,49.64745898,0,0.886351327
1287,49.60544218,0,0.88636769
3212,49.53141257,1,0.886369053
2163,49.43777511,0,0.886388554
7495,49.6042417,2,0.886451219
4021,49.41376551,0,0.886452308
4803,49.36614646,2,0.886471555
1108,49.49339736,2,0.886499906
2966,49.57062825,2,0.886508672
6537,49.5190076,1,0.886536591
6847,49.38295318,2,0.886575787
4053,49.63985594,1,0.886586661
552,49.60784314,2,0.88660058
9328,49.48619448,1,0.886767366
8071,49.50940376,0,0.886777428
6624,49.40496198,1,0.886791784
4180,49.5310124,1,0.886857368
9832,49.43497399,0,0.886900876
903,49.737495,0,0.886982724
4173,49.51140456,1,0.886996592
4641,49.45618247,0,0.886996837
3696,49.94557823,0,0.887038887
4102,49.63105242,2,0.887053973
4974,49.38655462,0,0.887117934
1932,49.56742697,0,0.887180844
1447,49.51820728,0,0.887199954
2570,49.66986795,0,0.887249192
7669,49.44737895,0,0.887310336
5413,49.6482593,0,0.88732928
7273,49.46698679,0,0.887372567
5202,49.46658663,0,0.887405861
8055,49.45338135,1,0.887438903
9309,49.51420568,1,0.887468467
8242,49.58303321,1,0.887496855
2981,49.52020808,1,0.887519074
1027,49.68347339,1,0.887530797
6494,49.54981993,0,0.887556636
1824,49.23169268,0,0.887566574
380,49.5310124,0,0.887571794
1196,49.62184874,2,0.887612983
9367,49.53821529,2,0.887628662
1095,49.41136455,2,0.887629143
30,49.48939576,2,0.887724307
1224,49.7535014,2,0.887762203
767,49.71188475,0,0.887768448
863,49.68947579,0,0.887801371
635,49.44937975,0,0.88786993
2845,49.59663866,2,0.887918944
4454,49.56742697,1,0.887923009
4089,49.28811525,0,0.887926197
9155,49.92196879,0,0.887943479
969,49.52781112,1,0.887981082
9139,49.73909564,1,0.888094501
280,49.2204882,2,0.8881925
3443,49.74629852,0,0.888195362
8388,49.45018007,0,0.888305612
9183,49.86314526,1,0.888326089
3214,49.53741497,0,0.888353461
8472,49.61944778,1,0.888375548
8376,49.32813125,0,0.888392491
7274,49.64105642,0,0.888405607
9142,49.57863145,1,0.88846888
1756,49.62785114,0,0.888489644
6482,49.52260904,2,0.888498447
7858,49.69507803,0,0.888499583
6634,49.45778311,1,0.888530878
7977,49.40856343,1,0.888550523
3566,49.98679472,2,0.888576574
4109,49.43497399,0,0.888581851
1487,49.56022409,0,0.888599721
5016,49.13005202,0,0.8887157
1697,49.42697079,1,0.888737645
8004,49.72108844,2,0.888763407
7240,49.515006,1,0.8888158
6157,49.70188075,2,0.888847848
425,49.66786715,2,0.888894198
4948,49.3577431,2,0.888904807
77,49.27330932,1,0.888932436
3662,49.5942377,2,0.888950069
7944,49.52260904,1,0.888967801
7407,49.36854742,0,0.888983287
1164,49.42496999,2,0.889005352
2386,49.21848739,2,0.889019642
1380,49.50860344,0,0.889104394
4215,49.65866347,0,0.88912896
8985,49.38535414,2,0.889153205
9150,49.57262905,1,0.889161502
851,49.40336134,0,0.889192527
760,49.50980392,1,0.889238708
3842,49.62745098,0,0.889246886
3411,49.35214086,1,0.889255011
9844,49.20408163,1,0.889280844
8683,49.55302121,1,0.889296626
6774,49.72028812,2,0.889297589
7730,49.53181273,2,0.889402192
9491,49.20888355,2,0.88941082
1530,49.51180472,2,0.889451803
2950,49.46298519,2,0.889492361
2471,49.42577031,2,0.889496115
8195,49.4709884,0,0.88951369
3280,49.14045618,0,0.889523031
6423,49.56022409,1,0.8895483
5921,49.53661465,1,0.889630848
2875,49.50540216,1,0.889634362
4722,49.53661465,0,0.889634577
2656,49.54501801,0,0.88964686
1604,49.58903561,1,0.889880202
7881,49.58343337,1,0.889914281
276,49.81432573,0,0.890110595
8590,49.89195678,1,0.890139581
5843,49.31412565,1,0.890201715
9656,49.70788315,2,0.890258731
4390,49.48739496,1,0.89027299
2852,49.22529012,1,0.890285842
8154,49.57583033,0,0.890287163
2678,49.65066026,1,0.890310475
2208,49.41816727,2,0.890316047
1477,49.45618247,1,0.890386887
7017,49.5310124,1,0.890406271
7577,49.68587435,2,0.890418885
1794,49.4709884,1,0.890451145
6141,49.51140456,2,0.890452209
8672,49.46378551,1,0.890463286
8394,49.75430172,2,0.890470062
8064,49.3757503,0,0.890470856
8087,49.30652261,2,0.890515237
145,49.91836735,1,0.890545688
6826,49.81912765,1,0.890572066
2894,49.51940776,2,0.890582189
8902,49.36094438,2,0.890658695
1049,49.79831933,0,0.890712592
2473,49.56742697,2,0.890719479
5088,49.68627451,0,0.890730723
4706,49.60304122,2,0.890742544
6213,49.79471789,0,0.890886112
9041,49.60984394,0,0.890909224
3256,49.64305722,1,0.890989377
8449,49.61984794,2,0.890999465
8911,49.33293317,0,0.891013813
241,49.3837535,0,0.891032413
7627,49.62064826,2,0.891048181
4056,49.65346138,1,0.891110127
2755,49.6222489,1,0.891131541
4372,49.66626651,2,0.891141197
8437,49.42336935,0,0.89114352
6003,49.5170068,1,0.891160848
2213,49.65066026,0,0.891177325
5328,49.37134854,0,0.891177561
5881,49.57422969,1,0.891195238
3097,49.51980792,0,0.891211955
3172,49.59143657,1,0.891241747
1961,49.62505002,2,0.89125488
5189,49.47979192,1,0.891256697
3425,49.57382953,0,0.89128452
5711,49.5310124,2,0.891308515
6867,49.36054422,1,0.891317716
5161,49.21288515,2,0.891381682
7617,49.88635454,1,0.891442225
5983,49.30612245,1,0.891605407
1508,49.35934374,0,0.89162538
5248,49.45738295,1,0.891653605
6098,49.44977991,2,0.891654697
8741,49.66706683,2,0.891693415
3728,49.71988796,0,0.891734879
7584,49.5190076,1,0.891747644
2238,49.58583433,2,0.891750466
7972,49.52060824,2,0.89177196
1830,49.39695878,0,0.891780839
680,49.48259304,1,0.891829169
3604,49.39135654,1,0.891868641
194,49.4769908,0,0.891874185
3815,49.5310124,2,0.891956019
8828,49.46938776,2,0.891989947
1408,49.43577431,2,0.891996576
990,49.505002,2,0.892032099
522,49.53141257,0,0.892072086
4617,49.67306923,1,0.892119381
6847,49.67226891,0,0.892134682
8881,49.27571028,2,0.892144839
5109,49.31012405,1,0.89214907
2084,49.66306523,1,0.892160861
29,49.67907163,0,0.892200545
1947,49.50620248,1,0.892278181
3507,49.35254102,1,0.892303645
649,49.76910764,0,0.892350097
6216,49.71108443,1,0.892440983
7254,49.72829132,1,0.892446793
7631,49.57543017,2,0.892568396
4330,49.63105242,1,0.892590753
503,49.32412965,2,0.892592681
4534,49.44897959,0,0.892597626
3276,49.71108443,1,0.892613848
8779,49.4869948,2,0.892619158
7890,49.84513806,2,0.892622578
224,49.69307723,0,0.892680598
8431,49.51220488,2,0.892724796
5037,49.43977591,1,0.892740066
4115,49.53621449,1,0.892797842
1,49.78791517,0,0.892819845
7980,49.44337735,1,0.892835766
6420,49.57623049,1,0.892839832
6653,49.494998,2,0.892943509
2877,49.74629852,2,0.892965019
7473,49.74189676,0,0.893034178
7987,49.45098039,2,0.893151204
9437,49.56302521,2,0.893242001
5388,49.51940776,0,0.89324359
4044,49.3957583,1,0.893252892
2484,49.49979992,1,0.893434696
517,49.36494598,1,0.893441352
7796,49.72509004,1,0.893471237
9041,49.67507003,1,0.893535829
1253,49.55382153,2,0.893591488
9151,49.30452181,2,0.89359244
2583,49.44817927,0,0.893610117
4589,49.57503001,1,0.893641358
4454,49.62264906,0,0.893643464
7468,49.67747099,0,0.893689366
1215,49.56502601,0,0.893704058
4886,49.67026811,1,0.893713268
1710,49.52260904,0,0.893788645
2521,49.77030812,1,0.893872338
7030,49.70988395,0,0.893900787
2750,49.5130052,0,0.893902684
3654,49.62945178,1,0.893933857
5578,49.45178071,0,0.893987393
4578,49.56702681,2,0.894001386
1331,49.51980792,2,0.894024546
9385,49.46098439,2,0.894041149
1377,49.32252901,2,0.894062962
889,49.63705482,0,0.894085576
7155,49.54021609,2,0.894169631
1541,49.76430572,1,0.894238079
7180,49.65826331,1,0.894275018
7221,49.23329332,0,0.894309808
5102,49.60744298,2,0.894316055
1555,49.68267307,0,0.894332213
4448,49.71228491,1,0.894339425
2039,49.72468988,1,0.894348917
3243,49.49739896,2,0.89442585
1731,49.43177271,2,0.894440006
9552,49.5962385,0,0.894525096
9106,49.39255702,0,0.894531459
3398,49.53501401,2,0.894543805
8840,49.78751501,2,0.8945842
7283,49.61384554,2,0.894588045
4947,50.03921569,1,0.894635245
4340,49.46058423,2,0.894635652
3126,49.43657463,1,0.894647814
5919,49.51060424,2,0.894653735
6382,49.46298519,0,0.89482288
8831,49.49339736,2,0.894874199
1032,49.72869148,0,0.894887684
1459,49.84313725,2,0.894910425
656,49.4829932,2,0.894949602
2250,49.47579032,0,0.89494972
3494,49.49579832,0,0.894957049
7681,49.74309724,0,0.894965902
333,49.4689876,0,0.89505133
5330,49.42857143,1,0.895098351
1469,49.59463786,1,0.895158578
1338,49.59703882,0,0.895206152
6954,49.4789916,2,0.895213817
1077,49.17927171,2,0.895214841
4147,49.55302121,2,0.895234407
6857,49.88595438,2,0.89524659
8882,49.61344538,1,0.895249915
1576,49.59463786,2,0.895256379
4086,49.95958383,0,0.895274472
3562,49.56262505,0,0.895325545
5428,49.38295318,2,0.895330527
8518,49.52741096,2,0.895406755
5560,49.44577831,2,0.895407815
220,49.6002401,2,0.89548447
5083,49.51340536,2,0.895486362
3719,49.42376951,0,0.895515293
1568,49.54381753,2,0.895588042
1550,49.37094838,0,0.8956521
9737,49.48779512,0,0.895688258
1716,49.58503401,0,0.89569765
2885,49.26290516,2,0.895705108
5103,49.73989596,0,0.895706166
4864,49.51940776,1,0.89571545
6559,49.81512605,2,0.895743501
1960,49.53421369,1,0.895757722
9965,49.63385354,0,0.895761702
3808,49.51660664,1,0.895781855
584,49.5290116,2,0.895795815
80,49.6502601,0,0.895796821
5537,49.41256503,2,0.895895839
1128,49.78511405,2,0.895900195
9653,49.64945978,1,0.895903599
8923,49.272509,2,0.895909397
426,49.12805122,1,0.895956678
5025,49.43137255,2,0.895957118
3714,49.49939976,2,0.89601175
7277,49.34333733,2,0.896013497
5570,48.85714286,0,0.896065805
8950,49.36454582,1,0.896148814
5945,49.62505002,2,0.896189407
3238,49.39735894,1,0.896206067
6767,49.53021208,0,0.896231017
5836,50.13205282,2,0.89625529
6092,49.66026411,2,0.896278685
3042,49.27330932,1,0.896288673
7252,49.81312525,1,0.896305735
1887,49.52501,0,0.896316591
4161,49.57422969,1,0.896360245
6161,49.77511004,1,0.896390538
929,49.40536214,1,0.896407928
240,49.70828331,0,0.896448311
5327,49.53221289,0,0.896490045
5630,49.10964386,0,0.896496886
4495,49.57663065,2,0.896498386
5011,49.66746699,0,0.896513681
5374,49.63345338,0,0.896630921
9452,49.6162465,0,0.896641132
3150,49.40096038,1,0.896711563
5884,49.54621849,0,0.896754031
5289,49.72028812,1,0.896791124
1748,49.51180472,1,0.896801559
7528,49.40936375,0,0.896826027
4614,49.65746299,2,0.896845717
6684,49.71428571,2,0.896862106
659,49.79991997,0,0.896884632
2502,49.51740696,0,0.896939905
1361,49.46418567,2,0.896972279
8632,49.65626251,0,0.897106346
4418,49.50860344,0,0.89715729
6485,49.3797519,0,0.897175799
4830,49.47539016,0,0.897198397
9386,49.33613445,2,0.89723066
8528,49.54221689,0,0.897250427
6512,49.53261305,0,0.897277411
4598,49.59503802,2,0.897281654
3457,49.74909964,1,0.897283812
2848,49.58943577,2,0.897322314
7877,49.51860744,2,0.897331013
185,49.69627851,2,0.897399638
7794,49.58783513,1,0.897405349
7064,49.61104442,0,0.897410275
1572,49.51220488,0,0.897410801
3730,49.44177671,2,0.8974247
8888,49.70988395,0,0.897438104
6426,49.61064426,1,0.897466212
9138,49.72308924,2,0.897466751
1789,49.64465786,2,0.89747071
9257,49.46018407,1,0.897506234
114,49.86714686,1,0.897513127
1250,49.51940776,1,0.89753202
3900,49.60904362,2,0.897570659
40,49.44177671,1,0.89760764
1422,49.45658263,2,0.897615523
2851,49.5982393,1,0.897635404
7404,49.26770708,0,0.897751046
535,49.53541417,1,0.897771278
5192,49.63865546,2,0.897773237
2397,49.64585834,1,0.897816922
2501,49.54421769,2,0.897832335
6065,49.73309324,1,0.898101947
3342,49.69507803,2,0.89814802
6275,49.60504202,2,0.898212309
5848,49.36214486,2,0.898224788
6572,49.41256503,2,0.898282547
7442,49.35734294,1,0.898313958
4626,49.82152861,2,0.898321575
21,49.85434174,1,0.898342541
2349,49.44777911,1,0.898344604
4839,49.42056823,0,0.898375148
7801,49.06482593,2,0.898382934
7028,49.44537815,2,0.898419977
6849,49.58463385,1,0.898502321
7375,49.65106042,2,0.898508639
9422,49.5962385,2,0.89852346
1907,49.5210084,2,0.898566175
1443,50.06322529,2,0.898626235
1293,49.49979992,2,0.89863169
6086,49.43417367,0,0.898642486
4667,49.47859144,1,0.898657168
5340,49.46178471,2,0.898661106
1592,49.86154462,0,0.898757444
1497,49.45258103,2,0.898813597
2467,49.58783513,1,0.898817694
1583,49.56502601,2,0.898817922
5358,49.57382953,1,0.898875771
958,49.44017607,1,0.898901144
138,49.37214886,2,0.898902865
2468,49.494998,0,0.898987273
7701,49.24089636,0,0.899000181
3929,49.58143257,0,0.89902171
1012,49.52020808,1,0.899028379
9121,49.59463786,2,0.899056243
783,49.43417367,2,0.899111622
690,49.1252501,1,0.899173664
9527,49.61544618,1,0.899178495
806,49.8807523,1,0.899271909
3834,49.65666267,0,0.899372808
8114,49.72068828,0,0.899374334
1608,49.45378151,1,0.899392656
6637,49.67987195,2,0.899401584
922,49.56262505,1,0.899411257
9923,49.74669868,2,0.89945563
3386,49.55182073,2,0.899457929
5563,49.47499,2,0.899472451
2916,49.24529812,0,0.899489338
5835,49.52621048,1,0.899510282
4683,49.5230092,2,0.899612632
9847,49.72509004,1,0.899665933
1133,49.69707883,1,0.899702552
5458,49.53661465,2,0.899740669
9096,49.60064026,1,0.899746859
1598,49.72308924,1,0.899774995
3437,49.57142857,1,0.899884085
3956,49.71388555,2,0.899949072
741,49.54141657,0,0.899978696
4964,49.70828331,0,0.89998003
3196,49.69867947,1,0.899994601
4871,49.37094838,2,0.900039803
5814,49.59743898,0,0.90004143
8568,49.31412565,0,0.900140262
8525,49.51420568,2,0.900187145
6103,49.72108844,1,0.900193607
6187,49.48339336,0,0.900195422
2571,49.57062825,2,0.900199808
5140,49.45898359,2,0.900220262
5573,49.6082433,1,0.900228642
4177,49.43097239,2,0.900255017
7780,49.60904362,0,0.900442982
8019,49.62064826,2,0.900455288
8574,49.54381753,0,0.900507857
6254,49.48779512,0,0.900512339
5892,49.66626651,1,0.900542027
6337,49.60344138,1,0.900579193
3598,49.51180472,2,0.900624828
7449,49.7234894,0,0.900635236
7944,49.53861545,0,0.900635405
538,49.54061625,2,0.900656072
5558,49.43257303,1,0.900682188
131,49.48339336,2,0.900777402
389,49.53421369,1,0.900777597
8804,49.69347739,2,0.900801058
1484,49.41496599,1,0.900824549
3164,49.31572629,1,0.900829429
3980,49.39695878,0,0.900890162
7783,49.49539816,1,0.900914627
6994,49.15206082,0,0.900921231
4338,49.7214886,0,0.90096985
6755,49.54581833,0,0.901019313
9589,49.78071228,0,0.901039778
5024,49.33333333,1,0.901074643
2996,49.34053621,2,0.901093574
4299,49.43497399,1,0.901165069
8943,49.51980792,1,0.901238011
6302,49.60784314,0,0.901249573
3371,49.61344538,2,0.901261716
5542,49.45538215,0,0.901282855
9886,49.37815126,1,0.9012916
2832,49.57222889,2,0.901292785
6643,49.41416567,2,0.901338093
1897,49.65106042,0,0.901397982
9791,49.79031613,1,0.901425629
4626,49.42817127,0,0.901438361
3990,49.74629852,1,0.901449357
8468,49.42256903,2,0.901475115
2167,49.70028011,2,0.901498876
1654,49.70948379,1,0.901548268
6290,49.63345338,0,0.901622323
8259,49.39495798,1,0.901640668
6202,49.23009204,2,0.901656892
6282,49.66746699,2,0.901677022
5594,49.61184474,2,0.901681454
22,49.49179672,2,0.901700032
9771,49.42256903,2,0.901749405
7415,49.505002,2,0.901795735
8502,49.61064426,1,0.901797736
