SL,Heat,Virus,Random
4941,49.67987195,2,0.302478007
948,49.55782313,2,0.302550899
2559,49.44297719,2,0.302583424
7013,49.50220088,0,0.302735479
5074,49.67787115,1,0.302776607
4030,49.6002401,2,0.302813274
6664,49.62865146,2,0.302824678
2457,49.58343337,1,0.302831693
4022,49.53741497,1,0.302888688
3018,49.7314926,0,0.302902629
8996,49.23609444,2,0.302939163
4158,49.72228892,0,0.302944233
1791,49.56422569,2,0.302946928
4138,49.69467787,1,0.302956722
1318,49.59543818,1,0.302980326
2902,49.65826331,1,0.303047471
8244,49.40776311,2,0.303061551
7774,49.64665866,1,0.303073443
7673,49.3717487,2,0.303088743
8643,49.19607843,2,0.303131572
953,49.65266106,0,0.303132052
196,49.67587035,2,0.303161306
2972,49.31292517,1,0.303187012
2141,49.36614646,1,0.303189909
8844,49.49779912,1,0.303212784
4896,49.39455782,1,0.30325147
80,49.52541016,1,0.303255837
1136,49.66026411,2,0.303255972
1900,49.26490596,2,0.303326039
7215,49.09243697,0,0.303346785
1741,49.36854742,2,0.303377624
5784,49.50140056,1,0.303382189
4973,49.38215286,0,0.303393883
7889,49.58023209,2,0.303404625
777,49.4989996,0,0.303405839
7619,49.43537415,0,0.303417911
81,49.67066827,1,0.303437462
3819,49.73789516,1,0.303504715
2726,49.59503802,2,0.303536036
8723,49.34533814,0,0.303613018
5245,49.1172469,1,0.303669059
1906,49.57342937,1,0.303682432
2140,49.38135254,0,0.303715208
97,49.49339736,2,0.303721858
5510,49.45618247,0,0.303731245
9949,49.67226891,1,0.303734549
5357,49.3897559,0,0.303807581
5963,49.40496198,2,0.303858777
4879,49.37695078,2,0.303858844
8496,49.82793117,2,0.303890543
8803,49.81872749,1,0.303898258
2122,49.6322529,1,0.303909429
211,49.60864346,1,0.303938069
4350,49.55062025,2,0.303944944
6675,49.6182473,2,0.303971752
4816,49.44417767,2,0.303997543
2183,49.55102041,0,0.304048871
9951,49.64505802,2,0.304089131
4786,49.73189276,0,0.304108989
7736,49.53661465,1,0.304110694
675,49.44017607,2,0.304118355
6508,49.4909964,2,0.304187523
6027,49.3857543,1,0.304231697
8451,49.6142457,0,0.304254872
1672,49.46818727,1,0.304328989
6547,49.57262905,0,0.304332003
3986,49.56342537,0,0.304370788
4673,49.54301721,1,0.304380483
5924,49.46858743,0,0.304389229
3507,49.41776711,0,0.30447937
2687,49.7334934,0,0.304598924
1659,49.71868747,2,0.304698348
4170,49.59663866,0,0.304742755
3522,49.55862345,2,0.304892559
5508,49.69307723,2,0.304912596
7857,49.57983193,1,0.305016931
5400,49.37535014,0,0.305040732
4285,49.28331333,0,0.305041579
3235,49.31452581,2,0.305048149
8166,49.70028011,2,0.305061771
2868,49.72629052,2,0.305123314
5282,49.43897559,2,0.305133652
9272,49.46778711,0,0.305134123
9738,49.46258503,0,0.305145471
7904,49.31212485,1,0.305152926
5011,49.54381753,2,0.305182378
8075,49.43057223,0,0.305231783
5438,49.43497399,1,0.305240286
2284,49.63145258,1,0.305243022
2996,49.6502601,1,0.305244467
3087,49.40136054,0,0.305319144
2751,49.97278912,1,0.305372869
9965,49.57983193,2,0.305410805
65,49.49779912,0,0.305424544
7256,49.43337335,0,0.305435045
2135,49.54461785,1,0.30551203
4849,49.52140856,1,0.305530083
756,49.49179672,2,0.305558723
2761,49.60904362,2,0.305594641
7443,49.5230092,0,0.305598342
3284,49.32893157,0,0.30575888
3298,49.77911164,2,0.305772811
6840,49.72388956,2,0.305797723
9644,49.7254902,1,0.30583299
6293,49.73869548,1,0.305901949
7619,49.53901561,1,0.305907652
3807,49.59663866,0,0.305914981
5895,49.44497799,0,0.305920564
1261,49.52621048,1,0.305929173
6048,49.47659064,0,0.305947152
8822,49.38095238,0,0.305950471
1951,49.71028411,2,0.305955191
8822,49.39535814,1,0.305996869
3751,49.49019608,2,0.305999926
5838,49.40856343,2,0.306018089
6410,49.44817927,0,0.30605668
7396,49.44617847,0,0.306072505
1259,49.63185274,1,0.306090424
5747,49.31132453,1,0.306181888
8901,49.35334134,2,0.306201946
2818,49.76630652,0,0.306246221
5699,49.46178471,0,0.306253996
8663,49.39655862,2,0.306300035
6810,49.61464586,1,0.306314109
163,49.40456182,1,0.306327641
4987,49.90156062,1,0.306328919
3077,49.66906763,2,0.306366034
1959,49.53021208,0,0.306452674
9606,49.50980392,1,0.306624612
2508,49.58663465,0,0.30664736
8762,49.79351741,0,0.306675963
1104,49.42136855,2,0.30677637
7308,49.53501401,0,0.306792564
4987,49.26410564,0,0.306954956
4823,49.39215686,1,0.306982484
370,49.65786315,2,0.306983422
3976,49.74869948,2,0.306986359
4993,49.58743497,0,0.307005325
5397,49.60144058,2,0.307087529
1286,49.42937175,1,0.307102148
6182,49.58903561,1,0.307123678
9494,49.54341737,2,0.307136875
3610,49.63185274,1,0.307173016
2666,49.5090036,2,0.307212054
8343,49.52140856,0,0.307267651
7025,49.68187275,2,0.307283331
683,49.70188075,2,0.307298165
3317,49.79951981,2,0.307357531
3861,49.81592637,1,0.307383589
7119,49.59783914,1,0.307398576
36,49.47418968,1,0.307435487
7243,49.62384954,0,0.307466165
177,49.54981993,1,0.307535033
9129,49.46578631,2,0.307536608
7046,49.45218087,0,0.307564729
1201,49.72428972,2,0.307580914
415,49.50260104,2,0.307592732
795,49.44097639,1,0.307614468
5684,49.6462585,0,0.307622927
1089,49.48379352,2,0.307738855
7145,49.7655062,1,0.307745099
420,49.44777911,2,0.307824069
4037,49.68547419,1,0.30786568
8451,49.757503,1,0.307917335
1615,49.52460984,2,0.308148373
7009,49.38215286,2,0.308157616
5788,49.52581032,0,0.308171044
3280,49.70388155,2,0.308175432
2647,49.66946779,1,0.308179439
5613,49.0060024,0,0.308261891
4209,49.5270108,2,0.308291586
9500,49.5310124,2,0.308328306
2922,49.56382553,0,0.308330169
2646,49.52380952,0,0.308376492
7683,49.47418968,2,0.308471613
218,49.56862745,1,0.308487903
5355,49.58703481,2,0.308491664
7128,49.34293717,0,0.308493464
2011,49.29731893,2,0.308511943
736,49.52981192,1,0.308620055
1645,49.44337735,1,0.308620244
8542,49.39335734,0,0.308631374
5810,49.26690676,0,0.3086329
8512,49.6182473,2,0.30864746
9024,49.50580232,2,0.308647899
1427,49.42857143,1,0.308656172
3028,49.49179672,1,0.308657503
4416,49.60584234,1,0.308719371
6344,49.58063225,2,0.308790134
7561,49.62064826,0,0.308816435
9665,49.31852741,0,0.308836643
8727,49.53021208,0,0.308846755
8051,49.48459384,1,0.308870784
8922,49.44497799,1,0.308958132
3322,49.5070028,1,0.308960169
2256,49.46218487,1,0.309008194
891,49.46138455,1,0.309032049
1735,49.49939976,1,0.309103576
1846,49.21128451,1,0.309154366
5956,49.68467387,0,0.309158743
7136,49.42857143,0,0.309175733
6353,49.54661865,0,0.309209437
9639,49.53461385,0,0.30926015
2775,49.91796719,2,0.309291594
6629,49.67066827,1,0.309297401
4094,49.59503802,1,0.309319188
8616,49.54701881,1,0.309399951
7786,49.38215286,1,0.309403262
895,49.51580632,1,0.309424653
9356,49.57062825,0,0.309477084
3096,49.73789516,2,0.309484198
3399,49.64345738,0,0.309539646
5528,49.55302121,1,0.309576451
5970,49.44937975,1,0.309589356
2245,49.48979592,0,0.309641658
4317,49.53581433,1,0.309731629
9650,49.72829132,1,0.309744843
720,49.27891156,0,0.309798752
7402,49.60184074,0,0.309832408
8546,49.81272509,0,0.309863242
7316,49.43537415,2,0.309902986
529,49.35654262,2,0.309907733
1636,49.65786315,2,0.309922582
6229,49.57703081,0,0.309954803
9395,49.63345338,0,0.310004404
9215,49.05162065,2,0.310074051
9117,49.58503401,1,0.310084236
178,49.47018808,1,0.310093078
7249,49.49659864,2,0.310166814
4446,49.58023209,1,0.310184295
2687,49.50060024,1,0.310242698
6886,49.54861945,1,0.310278352
1342,49.68667467,0,0.3102968
5511,49.73269308,1,0.310333572
8310,49.50660264,1,0.310356424
3613,49.48379352,1,0.310448894
3356,49.42216887,1,0.310519237
5544,49.90236094,2,0.310603272
8299,49.62665066,2,0.310669972
2090,49.3677471,0,0.310672475
1332,49.55782313,2,0.310679705
7891,49.53581433,0,0.310688847
9874,49.58143257,2,0.310739869
7022,49.71748699,2,0.310775227
9842,49.56022409,2,0.31081405
6291,49.52741096,2,0.310838163
6941,49.67346939,0,0.310876897
4675,49.63145258,2,0.310898957
8532,49.56942777,2,0.310914983
8906,49.57823129,2,0.310937744
7012,49.86314526,2,0.310997088
6989,49.57342937,2,0.311136763
7096,49.53021208,1,0.311152636
5295,49.54861945,1,0.311168809
7233,49.42016807,0,0.311171571
6924,49.50620248,2,0.311183933
414,49.79031613,1,0.311192655
6692,49.5110044,0,0.311253329
5265,49.62585034,1,0.311267178
1707,49.43937575,0,0.311297071
1379,49.67306923,0,0.311353602
8862,49.47218888,1,0.311358777
2286,49.66946779,1,0.311414021
6586,49.45778311,0,0.311435404
1575,49.47659064,1,0.311448446
6837,49.43137255,0,0.311493098
1582,49.43097239,0,0.311522974
9956,49.40336134,1,0.311529369
4768,49.66186475,2,0.311688687
7484,49.32372949,0,0.311723167
1743,49.80792317,0,0.311735096
27,49.59103641,1,0.311774283
9054,49.53541417,2,0.311794766
9289,49.31692677,2,0.31183096
4159,49.43377351,0,0.311859358
2621,49.58223289,2,0.311862697
9924,49.7294918,1,0.311872367
6575,49.80272109,2,0.311902595
326,49.43017207,0,0.311933889
6954,49.25970388,1,0.311961488
6911,49.36934774,1,0.311971126
6400,49.53781513,1,0.311983486
4097,49.50140056,1,0.31198894
1898,49.53141257,2,0.311991706
7016,49.5310124,0,0.312060477
9042,49.65786315,2,0.312064387
6113,49.66346539,1,0.312186268
8979,49.45458183,2,0.312213266
8395,49.61784714,0,0.31226438
9246,49.52340936,1,0.312292303
5267,49.50380152,2,0.312294049
327,49.55422169,1,0.312302735
4764,49.57663065,2,0.312304851
4129,49.64385754,1,0.312313364
5229,49.55862345,2,0.312333991
5113,49.30172069,1,0.312356201
8907,49.43177271,1,0.312415314
85,49.76230492,0,0.312479682
9429,49.5942377,2,0.312498272
1974,49.52020808,1,0.312501572
8437,49.43497399,2,0.312616879
2903,49.71028411,1,0.31264092
1059,49.5030012,2,0.312642598
96,49.49659864,2,0.312719057
1517,49.74029612,2,0.312783975
9434,49.53741497,2,0.31278461
4332,49.45658263,1,0.312796382
6630,49.3937575,2,0.31279889
7693,49.60544218,2,0.312812777
1628,49.56222489,2,0.31282698
4001,49.36494598,1,0.312832618
6155,49.70748299,2,0.312916009
6713,49.43977591,2,0.312918186
3995,49.67907163,2,0.312949999
7769,49.72989196,2,0.312964674
6337,49.46578631,0,0.312969873
4154,49.20288115,0,0.313062644
9886,49.52621048,0,0.313076442
706,49.3497399,0,0.313078203
7250,49.65146058,2,0.313150801
9210,49.81792717,0,0.313296392
3930,49.3937575,2,0.313341478
511,49.68467387,1,0.313344762
1618,49.83273309,1,0.313381584
1401,49.62785114,1,0.313423664
6324,49.44177671,0,0.313465068
777,49.74229692,1,0.313476193
8291,49.65906363,2,0.313504927
6870,49.82913165,2,0.313592045
1431,49.54581833,2,0.313612043
1443,49.66986795,0,0.313679256
8162,49.46298519,0,0.313737616
1747,49.49179672,2,0.313756192
5594,49.63665466,1,0.313815571
3146,48.96078431,2,0.313889384
1215,49.55102041,1,0.313902767
6419,49.36934774,0,0.31390684
6907,49.6262505,0,0.313998588
1914,49.56462585,1,0.314061783
4760,49.49739896,1,0.314073721
700,49.37935174,1,0.314094871
3084,49.70348139,2,0.314118004
3582,49.65386154,1,0.314135569
3233,49.44337735,1,0.314228012
7601,49.56062425,2,0.314260111
6799,49.53821529,1,0.31432359
6448,49.69627851,0,0.314360318
7871,49.59303721,2,0.314416579
5824,49.58263305,2,0.314490961
2389,49.46138455,1,0.314520813
2768,49.44737895,2,0.314541665
7953,49.52541016,2,0.314562895
3779,49.22328932,2,0.314563777
6197,49.67547019,0,0.314566423
6250,49.59783914,2,0.314580465
811,49.62545018,0,0.314582008
863,50.11484594,2,0.31458225
9897,49.34093637,0,0.314607523
2280,49.60184074,0,0.314680824
388,49.73109244,2,0.314709164
2343,49.69467787,2,0.314755492
2512,49.75510204,2,0.314759756
7720,49.73909564,1,0.314776552
7461,49.33053221,0,0.314874536
2393,49.56742697,1,0.314956701
2010,49.48979592,1,0.315016029
8901,49.66546619,1,0.315045261
6067,49.51980792,1,0.31505566
7948,49.56222489,0,0.315060605
8256,49.63105242,0,0.315112761
9757,49.63185274,0,0.315143747
854,49.60184074,0,0.315158845
3503,49.92597039,0,0.315215244
2429,49.56422569,2,0.315224776
8879,49.32893157,2,0.315267777
9990,49.99079632,1,0.315329115
5287,49.53501401,0,0.315329889
1764,49.87234894,0,0.315370494
2886,49.53141257,2,0.315422937
2346,49.67867147,1,0.315424815
901,49.47859144,2,0.315441362
4269,49.36294518,1,0.315462018
2832,49.63665466,0,0.315498748
9452,49.41136455,1,0.315503806
6309,49.45778311,2,0.315544932
7593,49.55942377,2,0.315581251
7951,49.47338936,2,0.315593587
4319,49.52581032,1,0.315626974
4752,49.61704682,1,0.315635407
1146,49.54421769,1,0.315642275
8619,49.78871549,0,0.315675028
9545,49.63345338,2,0.315683807
1238,49.71708683,2,0.315685658
4143,49.8587435,0,0.315768512
6519,49.39935974,1,0.315778305
8455,49.53221289,1,0.315784363
1233,49.66706683,1,0.315797459
9897,49.74269708,1,0.315832895
9156,49.68987595,2,0.315844583
4477,49.52941176,1,0.315870344
7040,49.45378151,0,0.315920699
7467,49.6042417,2,0.316032792
7081,49.69787915,0,0.316040904
1074,49.15846339,1,0.31605993
9375,49.5942377,0,0.316099555
5849,49.69067627,1,0.316114746
7690,49.69347739,0,0.316117784
9662,49.61904762,1,0.316141731
8155,49.80552221,2,0.316170403
3830,49.67426971,2,0.316171982
6255,49.56382553,1,0.316223961
6615,49.20368147,0,0.316231971
1911,49.57422969,2,0.316240268
2506,49.53421369,2,0.316240507
9394,49.59463786,2,0.31625923
3148,49.48139256,0,0.316273542
598,49.89555822,2,0.31631489
6809,49.66066427,1,0.316392846
7231,49.41536615,2,0.316408814
4502,49.42176871,0,0.316423113
5393,49.40216086,0,0.316431304
4819,49.67186875,0,0.316492759
3471,49.56342537,1,0.316536515
4178,49.42176871,2,0.31656389
1249,50.1392557,2,0.316607062
4641,49.54461785,2,0.31661443
9132,49.35454182,2,0.316648063
7640,49.54221689,0,0.316664808
1114,49.7334934,0,0.316673875
2980,49.65586234,2,0.316677634
6399,49.62585034,2,0.316691394
7029,49.56862745,1,0.316756726
5586,49.83873549,1,0.316809241
406,49.24009604,1,0.316829076
3827,49.36654662,2,0.316863436
7093,49.54781913,1,0.316905487
4843,49.6502601,1,0.317016852
7982,49.86154462,1,0.317095765
9001,49.63105242,0,0.31715442
6745,49.51220488,0,0.317165591
9209,49.41176471,1,0.317204249
6479,49.57462985,1,0.317215746
5897,49.49659864,2,0.317273368
4707,49.26530612,0,0.317339197
8817,49.60344138,1,0.317343623
9976,49.5090036,0,0.317367422
1517,49.68067227,1,0.317369263
1687,49.34293717,1,0.317374444
5470,49.42176871,0,0.317498477
1234,49.4789916,2,0.31750964
7482,49.61704682,0,0.317533246
4818,49.58303321,1,0.317542244
1838,49.68547419,2,0.317594011
6761,49.4889956,2,0.317759955
5909,49.56022409,2,0.317762044
3914,49.77871148,0,0.317799178
4059,49.37815126,0,0.317811296
8347,49.53021208,1,0.317837714
9110,49.56382553,1,0.317884377
4144,49.54941977,1,0.317892612
6147,49.44057623,1,0.317942039
1491,49.39735894,2,0.317961082
1352,49.5110044,1,0.317971367
3657,49.6142457,1,0.317972721
5827,49.57703081,1,0.317978182
6386,49.62585034,2,0.318019445
8281,49.48779512,0,0.318032407
2537,49.28411365,2,0.31805796
4723,49.45258103,0,0.318095734
7470,49.44977991,0,0.318114727
7344,49.43617447,1,0.318116203
2795,49.55102041,2,0.318126645
5304,49.55382153,2,0.318158009
9995,49.48939576,1,0.31818515
3720,49.53501401,0,0.318191851
8800,49.33613445,0,0.318207195
3287,49.5190076,1,0.31825606
9017,49.38455382,0,0.318285221
6106,49.54941977,1,0.318307997
5517,49.78951581,2,0.318338051
4084,49.48539416,2,0.318354058
5599,49.46698679,2,0.318393648
3036,49.61864746,2,0.318451663
5280,49.42496999,1,0.318455088
4218,49.60744298,2,0.318476044
2026,49.42176871,2,0.318510877
5271,49.66186475,0,0.318518169
4522,49.26210484,1,0.318649263
9212,49.62184874,1,0.318670215
9156,49.65266106,1,0.318681735
8587,49.44417767,0,0.318765019
5777,49.62384954,0,0.318915704
5804,49.46578631,0,0.318931341
6252,49.41216487,0,0.318945777
499,49.40016006,0,0.319085919
6769,49.78751501,2,0.319131764
233,49.51580632,0,0.319180542
391,49.6222489,0,0.31919301
5059,49.41376551,2,0.31919972
2232,49.54781913,2,0.319229773
9041,49.66106443,2,0.319292741
1444,49.71108443,0,0.319326945
5806,49.59983994,2,0.319352037
3934,49.7635054,1,0.319353679
2410,49.30372149,2,0.319361738
2204,49.34213685,0,0.319385634
790,49.36494598,1,0.319454161
8779,49.6382553,1,0.319460212
9522,49.40776311,0,0.319536355
4550,49.67026811,0,0.319590136
3430,49.505002,1,0.319623838
6598,49.68947579,1,0.319648188
2286,49.43137255,0,0.319753299
5015,49.67867147,2,0.319783252
6858,49.57022809,0,0.31979194
4137,49.71868747,1,0.31983801
7169,49.777511,1,0.319866142
9819,49.63585434,2,0.319893402
1378,49.51980792,2,0.31989408
8680,49.39895958,1,0.319896895
7758,49.42577031,0,0.319942839
2026,49.72709084,0,0.319947945
2056,49.49619848,1,0.319957885
342,49.17126851,2,0.319958918
8630,49.55062025,0,0.319961127
4573,49.57262905,2,0.319969339
6121,49.47539016,1,0.319994779
2234,49.56662665,2,0.319996574
7033,49.56462585,0,0.320018815
3358,49.7635054,2,0.320020135
4186,49.48659464,0,0.320045911
181,49.43217287,2,0.320050139
529,49.70028011,0,0.320051816
9035,49.34893958,0,0.320133416
474,49.44257703,1,0.320181083
895,49.58423369,0,0.320203583
7264,49.68307323,1,0.320274106
1728,49.64945978,1,0.320296611
8887,49.38415366,2,0.320318958
6708,49.70548219,0,0.320364391
6008,49.49459784,0,0.320382114
6017,49.43777511,1,0.320394353
5573,49.90836335,2,0.320402595
2867,49.63105242,1,0.320405328
6191,49.56982793,2,0.320431092
4693,49.43497399,0,0.320468553
6462,49.44897959,1,0.320471109
7689,49.34933974,0,0.320478422
3282,49.68827531,2,0.320536013
4966,49.64345738,2,0.320541565
8801,49.54621849,1,0.320566564
7725,49.77871148,2,0.320570983
9538,49.49459784,2,0.320584851
6593,49.76990796,2,0.320615033
8065,49.78071228,0,0.320622463
3797,49.54661865,0,0.320680199
8606,49.70428171,1,0.320712842
7620,49.74309724,0,0.320752787
297,49.48779512,1,0.320774697
7547,49.48779512,0,0.320852391
8679,49.44817927,1,0.320869981
1665,49.46738695,1,0.320901048
361,49.59743898,0,0.320906788
9600,49.78631453,2,0.321098722
8293,49.73069228,0,0.321255578
8093,49.57663065,0,0.321372486
1807,49.52821128,1,0.321383888
1974,49.44737895,0,0.321463398
3734,49.76030412,1,0.321571773
7904,49.63465386,0,0.32159296
627,49.16966787,1,0.321610106
4961,49.68547419,0,0.321667336
965,49.84313725,0,0.321697386
7813,49.25930372,1,0.321713584
803,49.54501801,1,0.321734762
3259,49.55342137,1,0.32175569
4008,49.53621449,1,0.321769083
9511,49.72989196,1,0.321771457
1140,49.87194878,0,0.321782686
4485,49.86754702,2,0.321798057
6603,49.42817127,0,0.321817939
1512,49.81752701,2,0.32182626
2591,49.63705482,0,0.321827031
2789,49.37615046,0,0.3218324
4062,49.7655062,2,0.321897899
7954,49.42817127,2,0.321928251
3347,49.58503401,2,0.321949145
231,49.67266907,2,0.321988956
1544,49.40456182,1,0.322082487
13,49.53181273,1,0.322088904
4176,49.74429772,2,0.322104036
1143,49.45778311,1,0.322145982
3242,49.67587035,2,0.322169864
9342,49.41776711,2,0.322222595
1206,49.58023209,1,0.322242133
9190,49.59983994,0,0.322260993
7759,49.67867147,1,0.322297327
9237,49.48059224,2,0.322306375
896,49.50580232,1,0.322328166
9324,49.58583433,0,0.322390277
5927,49.68067227,0,0.322398194
7791,49.33373349,1,0.322441358
745,49.36094438,0,0.322560793
1476,49.6442577,1,0.322682736
1105,49.85234094,2,0.322683526
7854,49.62545018,1,0.322832857
5924,49.62264906,2,0.322843586
2627,49.62184874,1,0.322869769
7907,49.57342937,2,0.322888185
5114,49.40456182,1,0.322925934
9221,49.46258503,1,0.323065548
7288,50.06442577,1,0.323126863
3860,49.55902361,0,0.323137234
467,49.54861945,1,0.32315284
3151,49.84793918,0,0.323170109
6289,49.81032413,0,0.323218609
5547,49.38855542,0,0.323233618
90,49.25090036,2,0.323252461
3398,49.30252101,0,0.323283126
6542,49.60544218,2,0.323294764
482,49.54541817,1,0.323297931
115,49.54701881,1,0.323302363
1913,49.68147259,0,0.323327784
3882,49.11604642,2,0.323342053
6683,49.42456983,1,0.323352179
7932,49.4829932,2,0.323417733
5082,49.66026411,2,0.323423823
3536,49.36614646,1,0.323441467
6456,49.44697879,2,0.323495744
7962,49.4969988,2,0.323519917
1307,49.17406963,1,0.323530426
5225,49.56502601,0,0.323569612
8159,49.79831933,0,0.323582305
3289,49.53061224,2,0.323586686
6606,49.91516607,0,0.323601126
4619,49.62304922,0,0.323634342
7407,49.52460984,1,0.323635096
2883,49.58463385,2,0.323727606
9005,49.18407363,2,0.323729134
6613,49.74989996,1,0.323817396
6928,49.45898359,0,0.323820608
6063,49.66066427,0,0.323852699
2537,49.57262905,0,0.323854977
1746,49.52861144,0,0.323891
2417,49.43697479,0,0.323905256
577,49.64705882,2,0.323947193
7096,49.69467787,2,0.323987799
8749,49.63345338,0,0.323992487
4188,49.29371749,0,0.324017849
951,49.47418968,1,0.324018473
6651,49.0160064,0,0.324031004
3539,49.22769108,0,0.324040223
3861,49.62304922,0,0.324102926
1137,49.55942377,0,0.324115693
2579,49.39095638,0,0.324307374
1259,49.94077631,0,0.324395341
6894,49.58783513,2,0.324396798
5463,49.52260904,0,0.324430391
4602,49.55182073,0,0.324461212
3115,49.49659864,2,0.324466075
619,49.52941176,2,0.324520952
4363,49.66866747,0,0.324554973
8903,49.38495398,2,0.324582832
7704,49.57823129,2,0.324732529
6659,49.66626651,1,0.324814469
6124,49.80152061,2,0.324862987
5185,49.3657463,1,0.324874862
9077,49.58263305,1,0.32490598
8918,49.00920368,2,0.324929438
986,49.56182473,0,0.324953481
8039,49.28851541,1,0.32496554
9010,49.67146859,2,0.325047045
4546,49.62104842,1,0.325098659
6075,49.38135254,0,0.325138994
6821,49.57623049,0,0.32514332
3735,49.4769908,1,0.325168631
1054,49.58383353,1,0.325191773
165,49.5110044,2,0.325246346
7335,49.58743497,0,0.325259429
9852,50.37935174,2,0.325282206
5479,49.49979992,1,0.325282335
5601,49.9859944,1,0.32529653
3937,49.52020808,0,0.325340517
4087,49.95958383,0,0.325363576
4314,49.60944378,0,0.325567715
6693,49.70668267,2,0.325589386
4708,49.67907163,0,0.325604678
3855,49.70668267,0,0.32563386
6273,49.31732693,2,0.325638221
2001,49.70948379,2,0.325667591
6879,49.51860744,1,0.325687072
981,49.36134454,0,0.325692393
674,49.54621849,0,0.32571734
9334,49.80672269,1,0.325741758
8184,49.41296519,0,0.325743892
3818,49.67426971,0,0.325879701
767,49.50380152,2,0.325904554
1844,49.04201681,0,0.325967431
1753,49.64665866,0,0.325970979
4089,49.62745098,2,0.3260101
3251,49.52260904,2,0.32603871
1288,49.5982393,1,0.326049729
2841,49.70388155,1,0.326062631
9252,49.55742297,1,0.326081997
7978,49.59263705,2,0.326133923
3606,49.74509804,2,0.326167121
7823,49.55062025,1,0.326190533
8949,49.65186074,2,0.326201217
2795,49.68827531,1,0.326220588
1092,49.70908363,0,0.326311238
5543,49.56782713,2,0.326326793
836,49.70108043,2,0.32637361
8436,49.47458984,2,0.326521422
9792,49.42657063,2,0.326554903
4617,49.66306523,2,0.326614959
1420,49.55462185,1,0.326623314
9647,49.40896359,2,0.326649019
3578,49.68787515,0,0.326672996
8321,49.70108043,1,0.326710933
5053,49.71908764,1,0.326753264
1579,49.3677471,2,0.326767933
719,49.53461385,0,0.326853953
8837,49.80792317,1,0.32690342
7930,49.81712685,0,0.326912071
7897,49.81992797,0,0.326977533
287,49.39695878,2,0.326992745
2738,49.55222089,0,0.32700123
1922,49.68787515,1,0.327012057
2913,49.46218487,1,0.327021471
3809,49.39255702,0,0.327064564
3073,49.69947979,0,0.327086123
5365,49.66266507,1,0.327120408
3091,49.35134054,1,0.327135412
5075,49.46858743,1,0.327189835
2314,49.32372949,1,0.327294577
8204,49.51940776,2,0.327325689
714,49.66506603,1,0.327329655
9511,49.59743898,0,0.327454141
8066,49.42577031,0,0.327454586
860,49.6062425,2,0.327464479
803,49.60984394,2,0.327471497
9390,49.49339736,2,0.327480103
1332,49.41976791,0,0.327497844
9978,49.49579832,0,0.327528743
886,49.54141657,0,0.327599732
7585,49.46938776,1,0.327640659
7921,49.52661064,1,0.327651882
3936,49.56022409,2,0.327755831
2443,49.58743497,0,0.327758272
7851,49.45738295,0,0.327776322
1267,49.40056022,1,0.327820997
9911,49.7715086,2,0.32782442
2829,49.55142057,1,0.327866438
7411,49.37094838,2,0.327867093
6215,49.45898359,1,0.327880458
6468,49.6222489,2,0.327898111
5893,49.61704682,1,0.327905716
6566,49.47619048,2,0.327919232
2220,49.60144058,2,0.327972898
9516,49.25330132,2,0.327982461
6133,49.59063625,0,0.328000361
3968,49.67947179,2,0.328010883
3278,49.51980792,0,0.328017253
2010,49.50180072,2,0.328024004
8933,49.23329332,2,0.328070775
163,49.35734294,2,0.328111963
9876,48.99919968,2,0.328157005
6379,49.46858743,0,0.328180943
5373,48.76430572,1,0.328182321
9625,49.55822329,2,0.328199576
1193,49.28211285,2,0.328218294
5847,49.7314926,1,0.328239416
5631,49.40976391,0,0.328273197
6166,49.54501801,1,0.328290857
9542,49.40336134,1,0.328356892
3776,49.484994,1,0.328394815
3326,49.78191277,0,0.328411886
9134,49.69227691,2,0.328439005
5341,49.43537415,0,0.328474949
7366,49.63585434,1,0.328511597
593,49.57022809,0,0.328523266
7595,49.05882353,0,0.328551747
4032,49.59943978,2,0.328561446
2698,49.43057223,2,0.328583194
2155,49.49979992,2,0.328616826
2454,49.43017207,1,0.328632419
6487,49.73469388,1,0.328662408
3026,49.59703882,0,0.328687773
2629,49.63705482,1,0.328735235
3395,49.61344538,0,0.32882783
2526,49.57302921,0,0.328888097
6320,49.81952781,1,0.328891044
5560,49.70268107,0,0.328987932
1902,49.53461385,0,0.329025711
3439,49.54861945,0,0.329058665
1894,49.73469388,2,0.329074704
3565,49.67186875,0,0.329080145
8172,49.34453782,2,0.329111449
7573,49.41496599,2,0.329125648
969,49.55702281,0,0.32913213
2309,49.51620648,2,0.329140097
6978,49.51420568,0,0.329143219
7329,49.67547019,2,0.329227519
2516,49.44577831,2,0.32922827
4482,49.65706283,1,0.329254077
4385,49.56422569,1,0.329322838
885,49.56462585,1,0.329356178
8335,49.78431373,0,0.329360047
5915,49.8447379,0,0.32936942
7913,49.53781513,1,0.329391902
5391,49.60664266,0,0.329396327
1129,49.6222489,2,0.329399276
3191,49.4709884,2,0.329427485
4213,49.79431773,0,0.329473177
7159,49.48059224,0,0.329481349
7798,49.56902761,2,0.329511444
9454,49.74109644,0,0.329522555
5299,49.56702681,2,0.329527199
7281,49.77991196,0,0.329659671
5377,49.45258103,0,0.329695826
6525,49.81472589,1,0.329737705
5737,49.68307323,2,0.329750661
4150,49.70028011,2,0.329768186
5061,49.45858343,2,0.329777206
6680,49.68307323,1,0.329786941
9114,49.64145658,1,0.329812843
2272,49.43857543,2,0.329846935
